id,season,stage,home_shoton,away_shoton,GAP_H_Shoton,GAP_A_Shoton,home_shotoff,away_shotoff,GAP_H_Shotoff,GAP_A_Shotoff,home_shot,away_shot,GAP_H_Shot,GAP_A_Shot,home_cross_sum,away_cross_sum,GAP_H_Cross,GAP_A_Cross,AVG_H_Shoton,AVG_A_Shoton,AVG_H_Shotoff,AVG_A_Shotoff,AVG_H_Shot,AVG_A_Shot,AVG_H_Cross,AVG_A_Cross,home_result,LR_h_shoton,LR_h_shotoff,LR_h_shot,LR_h_cross,LR_a_shoton,LR_a_shotoff,LR_a_shot,LR_a_cross,CB_POW_H,CB_MEN_H,CB_SKI_H,CB_MOV_H,CB_ATT_H,CB_DEF_H,CM_POW_H,CM_MEN_H,CM_SKI_H,CM_MOV_H,CM_ATT_H,CM_DEF_H,GK_POW_H,GK_MEN_H,GK_MOV_H,GK_GOK_H,ST_POW_H,ST_MEN_H,ST_SKI_H,ST_MOV_H,ST_ATT_H,ST_DEF_H,CB_POW_A,CB_MEN_A,CB_SKI_A,CB_MOV_A,CB_ATT_A,CB_DEF_A,CM_POW_A,CM_MEN_A,CM_SKI_A,CM_MOV_A,CM_ATT_A,CM_DEF_A,GK_POW_A,GK_MEN_A,GK_MOV_A,GK_GOK_A,ST_POW_A,ST_MEN_A,ST_SKI_A,ST_MOV_A,ST_ATT_A,ST_DEF_A,B365_home_win_Prob,p_home,home_odds_synth,kelly_fraction_home,kelly_index,kelly_group
3648,2013/2014,10,4,3,6.66190989001649,5.228471733804435,5,2,9.759046563963931,6.045465363376939,9,5,16.48137684310867,11.68278899822597,23,5,33.92950560706993,13.415430421741494,6.506329113924051,4.926829268292683,7.430379746835443,5.621951219512195,13.936708860759493,10.548780487804878,22.240506329113924,18.26829268292683,0,7.691189070220137,7.743607067851031,15.43479613807116,25.5723779393731,5.343650555962475,4.002231774804219,9.345882330766688,12.64078606333851,279.8,255.0,251.2,271.2,248.6,308.3333333333333,225.2,219.2,217.6,228.4,195.8,213.6666666666667,43.6,32.8,53.0,78.2,226.8,197.4,212.8,240.4,225.4,99.66666666666667,258.8,254.4,236.0,260.6,231.8,298.0,358.8,333.2,345.4,343.8,331.4,277.0,51.0,31.2,47.6,71.8,64.6,65.4,63.0,56.0,74.0,25.0,0.5574572127139364,0.08110894,1.793859649122807,-1.0763892036610547,-1.0763892036610547,hard
3649,2013/2014,11,8,3,8.612132268255875,4.6958144979840295,7,3,7.806579951625489,3.8949083387656467,15,6,16.884591557133998,8.376228256540402,21,16,25.600105674394957,16.283142692902636,4.903614457831325,5.1334289813486365,5.578313253012048,5.571018651362985,10.481927710843374,10.704447632711622,18.10843373493976,18.30703012912482,1,4.089931704287018,5.218499407351938,9.30843111163896,19.39721348719254,5.896159261473525,5.873442568113984,11.76960182958751,22.74994636160874,275.0,243.2,217.2,259.6,222.2,293.6666666666666,301.6,266.8,275.0,294.4,263.0,202.0,47.4,28.8,52.2,78.0,152.8,118.4,125.2,141.0,140.4,54.0,269.6,248.4,228.6,258.0,238.0,307.0,221.4,219.8,207.4,203.2,207.8,208.0,42.2,26.8,47.2,74.0,191.8,180.4,214.8,227.4,206.2,105.3333333333333,0.4765957446808511,0.8731948,2.0982142857142856,0.7577299286679523,0.7577299286679523,easy
3650,2013/2014,11,10,3,8.124286915762102,4.3474151021548595,5,6,10.3606539854163,2.77474219091172,15,9,19.034227457644825,7.029590198905218,48,17,29.290563664652467,17.028261647298834,6.1625,5.133333333333334,6.0,5.48,12.1625,10.613333333333333,18.575,17.586666666666666,0,9.676608266453256,9.97128206774255,19.6478903341958,28.83531903757694,2.907599052596021,3.479998945454837,6.387597998050861,11.04424054862444,285.0,246.2,234.4,293.4,233.6,313.3333333333333,219.0,199.6,239.2,227.8,215.6,148.3333333333333,42.2,29.6,64.2,81.2,155.2,137.0,135.8,142.6,153.6,58.66666666666667,255.0,226.0,182.4,218.4,210.0,289.0,286.6,264.8,282.2,270.4,273.8,240.6666666666667,44.8,27.4,52.8,77.8,139.4,130.2,136.6,148.4,136.8,79.33333333333333,0.6361646262244228,0.85476035,1.5719201583635762,0.6008094273627638,0.6008094273627638,medium
3651,2013/2014,11,3,4,5.390450393841737,5.64370397632952,6,8,5.3686156191622,4.041928132143686,9,12,10.698019734031984,8.833262792183922,18,28,15.059387328230944,20.001555615767526,5.172166427546627,6.7,5.596843615494979,6.4125,10.769010043041607,13.1125,18.30703012912482,22.3,0,5.233097696355536,6.728373484773265,11.9614711811288,20.5500428135829,5.611949847323185,5.949522010004984,11.56147185732816,16.93409711389434,245.6,238.0,208.0,233.0,208.2,297.3333333333333,353.8,348.4,354.4,352.2,345.8,271.3333333333333,49.0,27.8,51.0,74.4,71.8,62.6,56.2,61.0,68.8,19.33333333333333,278.8,263.6,245.4,265.0,250.2,328.6666666666666,351.6,356.2,400.0,394.2,373.4,220.0,39.2,32.2,53.4,78.0,79.8,71.6,69.4,62.6,77.6,26.66666666666667,0.1506626365961404,0.5203375,6.637345679012347,0.4352509395703531,0.4352509395703531,medium
3652,2013/2014,11,14,1,7.444013420969062,4.0695274611300425,12,2,8.865603538086908,3.031519274882739,26,3,16.28855200209338,6.692210334580131,32,13,29.732681000731297,16.094278081582544,5.743362831858407,4.488888888888889,5.6460176991150455,5.311111111111111,11.389380530973453,9.8,22.58407079646018,17.488888888888887,1,6.376523081006528,9.385272871846224,15.76179595285276,20.29077774970188,2.986983304157213,4.165541480738914,7.152524784896127,12.9677274928172,274.2,238.6,211.4,257.4,234.0,286.0,210.2,201.2,211.8,224.4,182.4,183.6666666666667,45.6,31.2,51.8,77.6,214.0,172.2,192.4,228.4,195.4,115.0,263.6,240.6,216.2,278.8,202.4,295.6666666666667,355.6,328.2,363.6,372.2,306.4,271.3333333333334,44.0,30.8,49.6,70.8,83.6,66.6,64.0,74.6,70.4,31.66666666666667,0.3240901213171577,0.8892593,3.0855614973262036,0.8361605226993561,0.8361605226993561,easy
3653,2013/2014,11,1,5,5.077744583092706,5.360012163513492,3,5,5.923304250088329,4.367712705418794,4,10,10.861085757799268,9.935501413685078,28,31,28.667712198683887,16.004686426064367,6.328571428571428,7.173333333333333,6.442857142857143,6.72,12.771428571428572,13.893333333333333,24.257142857142856,23.666666666666668,1,5.53413969594739,7.616910864057802,13.1510505600052,22.18598906634258,5.293230997940309,4.731482665933759,10.02471366387407,19.49388837846334,237.0,217.2,215.0,272.4,196.2,286.6666666666667,338.4,324.0,351.8,377.4,321.8,270.3333333333333,41.6,27.6,49.0,72.0,68.6,58.4,56.6,80.2,69.6,34.0,273.2,228.8,216.8,252.4,219.8,295.6666666666667,349.6,344.2,360.6,362.2,341.4,282.3333333333334,45.8,29.0,54.4,69.4,79.4,57.6,63.2,65.2,65.0,28.0,0.4111321948134092,0.8110734,2.4323076923076927,0.6791697968473752,0.6791697968473752,medium
3654,2013/2014,11,2,8,7.399836663361138,5.946703227420194,8,3,5.763043373879082,6.3017130420208325,10,11,14.068315359682652,12.371129866963265,18,25,24.126419494598565,25.666483372409267,5.430379746835443,6.475,5.506329113924051,7.4,10.936708860759493,13.875,19.455696202531644,22.25,1,6.196572722202629,8.282143604024597,14.47871632622723,16.35972838043114,5.24151008950165,5.455986150771124,10.69749624027278,21.87379858255444,280.8,261.8,227.6,263.0,245.0,325.6666666666667,354.0,337.6,394.4,392.8,360.6,232.3333333333333,36.2,28.2,56.2,81.6,78.0,71.6,75.4,84.8,76.2,31.33333333333333,280.8,247.0,231.8,265.2,233.4,327.3333333333333,329.6,316.0,355.6,394.6,315.0,298.3333333333334,52.8,28.6,50.6,79.8,79.0,74.4,82.6,84.6,79.6,37.66666666666666,0.4430379746835444,0.94274807,2.2571428571428567,0.8972067616202614,0.8972067616202614,easy
3655,2013/2014,11,4,3,6.691393903261854,3.815255879844098,5,6,7.351368390439772,4.234041095888298,9,9,13.576757111668876,8.353243510273291,19,17,24.54047568119836,16.69539022837706,7.410256410256411,5.195467422096317,7.538461538461538,5.6529745042492925,14.948717948717949,10.84844192634561,22.21794871794872,18.95325779036827,1,6.767595618085988,7.987573201883977,14.75516881996997,24.82061968313688,3.436104494020138,3.96952884740877,7.405633341428919,15.08276784139529,270.4,263.8,235.6,274.2,248.6,311.6666666666666,357.4,337.4,345.4,369.4,330.4,280.3333333333333,49.4,25.2,51.0,70.8,77.8,64.2,64.4,67.8,72.4,24.0,241.6,231.8,220.0,257.4,210.0,298.3333333333333,280.4,263.2,282.4,297.6,264.0,237.6666666666667,48.4,31.4,59.6,68.4,154.8,129.8,133.2,139.4,143.4,50.33333333333333,0.5319551432419753,0.9477098,1.8798577524893312,0.8882795090425117,0.8882795090425117,easy
3656,2013/2014,11,2,10,1.806820327660653,8.389884152553451,3,11,3.469596349374257,5.872340598719266,5,21,4.68447073289488,15.20809420731569,10,49,16.109170721981634,23.593418034236368,4.578947368421052,5.571428571428571,5.078947368421052,5.869047619047619,9.657894736842104,11.44047619047619,18.486842105263158,20.214285714285715,1,4.857615382439551,7.484705248523392,12.34232063096296,24.08754824662753,3.397338603831618,4.602324709545472,7.999663313377093,12.99183012344844,258.8,232.4,211.6,277.6,212.4,289.0,294.4,274.8,285.4,264.6,275.6,258.6666666666667,48.8,29.0,52.2,73.8,133.8,127.8,122.6,137.8,125.0,48.66666666666667,277.0,241.4,218.8,231.6,223.2,296.0,354.8,334.6,357.2,346.0,346.4,249.0,42.2,26.8,47.2,74.0,74.0,61.6,70.4,73.0,72.8,30.0,0.4755244755244755,0.9412753,2.1029411764705883,0.8880315693219504,0.8880315693219504,easy
3657,2013/2014,11,12,1,7.174862919370783,3.858102770669527,3,1,7.3049413104135645,3.3637822402175983,15,2,13.863439140021104,7.285266562606239,38,7,26.26403826516978,11.066967344040098,7.3625,4.0875,7.2875,4.9625,14.65,9.05,22.6625,22.825,0,7.509507591916745,6.96797839018298,14.47748598209973,24.67550570638197,5.134616014708366,3.980916345280112,9.115532359988471,18.18689514823903,257.8,226.6,218.6,275.6,225.4,319.0,373.2,352.8,384.6,391.4,369.2,269.6666666666666,42.2,30.4,49.8,81.0,76.0,66.4,69.8,68.2,77.8,26.0,258.8,218.0,193.0,254.8,194.4,282.6666666666667,336.4,307.4,328.4,361.6,312.2,245.0,45.8,25.6,54.2,73.2,78.2,68.4,66.4,76.2,70.8,43.66666666666666,0.8636228272284134,0.06738174,1.157912885662432,-5.838521736666413,-5.838521736666413,hard
3658,2013/2014,11,19,5,8.90246972333712,6.461514131227418,10,2,7.438472448763893,4.401005734364977,29,7,16.23401567281321,11.562824262223037,33,9,23.656743157193965,12.425922154331964,7.950617283950617,5.906666666666666,7.777777777777778,6.0,15.728395061728396,11.906666666666666,21.88888888888889,17.85333333333333,0,7.51470617679967,7.358888703865288,14.87359488066496,23.51756922776772,3.612550334174608,4.515621572220479,8.128171906395089,17.71811310965105,279.8,255.0,251.2,271.2,248.6,308.3333333333333,371.4,352.6,343.8,381.2,333.4,339.3333333333334,43.6,32.8,53.0,78.2,78.2,67.4,65.0,80.0,76.0,22.66666666666667,267.2,259.2,233.8,268.4,240.0,331.3333333333333,353.6,353.2,386.4,406.0,351.6,243.3333333333333,39.2,32.2,53.4,78.0,79.8,71.6,69.4,61.8,77.6,26.66666666666667,0.2450331125827815,0.060632415,4.081081081081081,-0.24425004906298825,-0.24425004906298825,medium
3659,2013/2014,12,2,6,5.535167750978492,4.497190716525223,3,2,4.733837889591721,4.242422051406436,5,8,10.506833453623116,8.696136242801519,20,15,22.126127458670638,21.025949745975087,7.144736842105263,7.367088607594937,6.697368421052632,7.506329113924051,13.842105263157896,14.873417721518987,23.763157894736842,22.17721518987342,1,7.692526343521179,7.01248375547191,14.70501009899309,25.32139355207795,4.213260339310062,4.699934441103478,8.913194780413548,13.37379297400518,266.4,234.4,210.6,276.2,225.2,296.3333333333333,365.6,326.6,346.4,370.2,329.2,248.6666666666667,47.4,28.8,52.2,78.0,75.6,61.0,59.4,75.0,69.0,24.0,251.6,244.2,211.4,263.0,228.0,327.3333333333334,335.2,346.0,388.6,381.0,353.8,214.6666666666667,42.4,31.6,56.6,82.0,72.6,65.2,65.2,85.0,74.8,25.33333333333333,0.149527200163269,0.9414641,6.68774643615408,0.9311725502553868,0.9311725502553868,easy
3660,2013/2014,12,3,5,4.609236130201493,5.848584455094459,8,8,5.374885437578961,5.709754562272698,11,13,9.991872811684622,11.013995962263822,31,24,18.662530658580295,26.207589426810287,5.106232294617563,6.253521126760563,5.538243626062324,6.394366197183099,10.644475920679886,12.647887323943662,18.277620396600565,24.309859154929576,0,5.163607083684045,5.702625623691871,10.86623270737592,24.38883293005198,5.933857983865364,3.779032521356124,9.712890505221473,19.2592516936147,259.8,220.4,204.6,276.2,216.6,297.6666666666667,292.4,275.4,296.6,325.2,283.2,207.0,42.2,29.6,64.2,81.2,155.2,137.0,135.8,142.6,153.6,58.66666666666667,244.8,246.0,226.0,267.4,224.0,305.3333333333333,342.4,330.4,334.8,363.6,325.0,276.3333333333334,51.0,31.2,47.6,71.8,64.6,65.4,63.0,56.0,74.0,25.0,0.661129263749351,0.06044236,1.5125635103926098,-1.7726137460062303,-1.7726137460062303,hard
3661,2013/2014,12,8,4,8.032592260169633,6.8139421612719735,6,3,6.164213772751712,6.880975394272522,14,7,13.85101238002021,14.136676844691667,21,18,22.74616922289014,22.486390440034363,6.666666666666667,5.851528384279476,6.432098765432099,5.729257641921398,13.098765432098766,11.580786026200874,22.37037037037037,22.707423580786028,0,6.231959017155027,6.608284891254058,12.84024390840909,20.09874758813986,5.283644761239598,5.439299477670815,10.72294423891043,12.40097072780882,246.4,239.4,222.8,254.8,224.0,297.3333333333333,353.8,348.4,354.4,352.2,345.8,272.0,44.0,33.2,45.6,72.2,71.8,62.6,56.2,61.0,68.8,19.33333333333333,188.0,177.2,142.0,153.4,160.8,221.3333333333333,347.8,319.2,322.2,343.2,313.2,321.0,44.8,27.4,52.8,77.8,137.8,112.6,123.8,138.0,129.0,48.0,0.4111321948134093,0.088426456,2.432307692307692,-0.5480104872254631,-0.5480104872254631,hard
3662,2013/2014,12,2,7,3.02092518331993,8.239149304037973,5,8,3.519417697354694,5.413001977446173,7,15,6.493589234810683,13.363076606309175,20,19,16.109226423573435,24.27972350698281,4.413043478260869,7.419753086419753,5.239130434782608,7.234567901234568,9.652173913043478,14.654320987654321,17.391304347826086,22.85185185185185,0,7.525724937851463,6.849163465758165,14.37488840360962,22.789057088295,6.598200887885847,5.367236403106664,11.96543729099251,19.24265304855284,291.2,245.4,214.2,263.6,218.8,290.0,211.2,194.6,208.6,220.2,181.4,177.0,45.8,30.6,51.4,75.6,214.4,178.4,177.8,216.2,201.4,84.66666666666667,301.0,269.2,267.6,285.4,247.8,329.3333333333333,350.2,339.8,381.2,382.4,348.4,257.6666666666667,50.8,28.2,61.6,77.8,74.0,61.4,71.0,80.0,72.0,17.0,0.2428393524283936,0.028598147,4.117948717948717,-0.28295344016269647,-0.28295344016269647,medium
3663,2013/2014,12,5,2,4.413909773002841,4.165697494244883,5,4,6.556026702988066,5.238941940761112,10,6,10.936544824571062,9.344941967455863,53,18,27.550107780212414,11.070646402082769,5.1678321678321675,5.144475920679886,5.657342657342658,5.6019830028328625,10.825174825174825,10.746458923512748,18.928671328671328,18.30311614730878,0,7.42343743985842,8.884275380058899,16.30771281991732,23.91321543021483,3.716650886160747,4.698342921632324,8.414993807793072,12.93308894344705,233.6,201.4,188.4,245.0,188.2,284.6666666666666,348.2,339.8,344.0,379.4,333.8,281.0,42.2,29.8,58.4,72.6,67.2,57.8,56.6,79.8,68.8,34.0,284.4,267.4,261.6,283.0,260.0,329.0,367.8,352.8,391.6,413.8,377.6,215.3333333333333,43.8,31.6,65.0,82.0,76.0,66.4,69.8,68.2,77.8,18.33333333333333,0.1150449920107644,0.098654054,8.692251461988308,-0.01852177831524051,-0.01852177831524051,medium
3664,2013/2014,12,5,6,7.476413807198261,7.700403204311452,6,4,7.296437550339535,5.005101345376352,11,10,15.731269062334835,12.331139104999021,11,18,28.621251298004168,13.517650431546533,5.623529411764705,8.085365853658537,5.929411764705883,7.804878048780488,11.552941176470588,15.890243902439025,20.55294117647059,22.024390243902438,1,6.48181932983289,6.324442489056878,12.80626181888977,25.63009451766246,5.691627196349111,4.732857458607719,10.42448465495683,21.94423709184973,281.2,268.0,243.0,280.6,250.4,310.6666666666666,357.2,340.8,358.8,370.2,362.2,268.6666666666667,43.4,30.2,55.0,80.0,71.8,61.4,64.6,68.4,66.8,11.0,254.4,239.0,211.2,244.8,227.6,287.6666666666667,288.0,272.2,272.4,287.2,257.0,264.3333333333333,45.4,23.2,52.8,77.8,145.4,129.8,113.8,145.8,136.4,47.66666666666667,0.623392789508307,0.91874343,1.6041250666192932,0.7842405398299018,0.7842405398299018,easy
3665,2013/2014,12,6,7,7.4842779950894425,6.2495645720535515,11,4,5.924891120389704,5.86575228814811,17,11,13.153716868267537,12.720514579841966,17,21,19.156988496674522,20.373585780337855,5.894736842105263,5.3875,5.947368421052632,5.5375,11.842105263157896,10.925,17.736842105263158,19.4375,1,6.417123609475681,7.212360918323659,13.62948452779935,27.16383574793272,4.176918833182926,4.624681605861463,8.801600439044389,14.28059649085742,264.4,247.0,234.6,247.6,241.8,310.3333333333333,355.8,347.4,355.4,362.2,346.4,284.6666666666667,38.4,22.4,56.8,74.0,71.4,63.6,78.2,65.4,84.4,11.66666666666667,251.2,254.2,237.4,262.6,234.6,316.3333333333334,354.2,335.8,385.6,398.4,362.6,174.3333333333333,36.8,30.0,54.4,77.8,77.0,68.6,68.8,61.0,77.2,26.66666666666667,0.2567237163814181,0.96168166,3.895238095238095,0.9484467124076266,0.9484467124076266,easy
3666,2013/2014,12,8,4,6.734201053426325,4.315142040978026,6,8,6.705502924572766,3.1191772717067954,14,12,13.389010946463904,7.176988955132691,24,19,29.96797036646506,17.032812434988365,4.049382716049383,4.545454545454546,4.91358024691358,5.0519480519480515,8.962962962962964,9.597402597402597,22.62962962962963,18.376623376623378,1,5.58802807405682,6.803832362417539,12.39186043647436,22.91719066942429,5.654944956704748,5.431474842605923,11.08641979931067,19.90168163117464,268.6,237.0,224.8,276.8,226.6,286.3333333333333,289.6,269.6,281.8,266.6,262.8,239.3333333333334,46.4,24.8,52.2,73.6,134.8,117.8,125.0,154.0,121.6,50.99999999999999,268.2,255.2,233.2,260.0,234.0,292.3333333333334,372.4,327.6,328.8,363.8,316.0,273.6666666666667,46.4,31.2,47.8,77.0,72.2,69.6,59.6,70.8,68.4,24.33333333333333,0.3982618552805592,0.38939512,2.5109108159392792,-0.014735209324296181,-0.014735209324296181,medium
3667,2013/2014,12,2,9,4.130844423601206,4.9350736526248,5,5,6.902465146254329,5.524353671814923,7,14,10.596035394127547,10.211367790845976,19,12,27.79141574316194,18.292816281837762,5.105263157894737,4.940476190476191,5.4868421052631575,5.595238095238095,10.592105263157896,10.535714285714286,17.57894736842105,18.142857142857142,0,6.393829457687154,7.225726711943866,13.61955616963102,24.68676210042004,5.443772937535377,5.031447949406948,10.47522088694233,17.81471317038566,267.4,259.2,231.2,261.4,243.8,339.3333333333333,378.6,353.8,374.6,381.4,370.0,233.6666666666667,40.8,30.4,56.0,81.2,76.0,70.0,82.8,76.0,84.6,25.33333333333333,281.8,264.8,230.4,267.8,249.6,336.3333333333334,214.0,216.2,231.8,228.6,223.4,165.3333333333333,36.4,25.8,56.4,81.6,225.6,203.2,238.2,251.0,222.6,96.00000000000001,0.3982618552805592,0.057515386,2.5109108159392792,-0.5662703507537463,-0.5662703507537463,hard
3668,2013/2014,12,4,12,6.552661143145802,7.182716378345893,4,5,7.032543403246738,5.915025849054428,8,17,13.414941083558434,12.87345582261602,24,15,23.941573264396194,20.62226749062075,6.493827160493828,6.209876543209877,7.345679012345679,5.987654320987654,13.839506172839506,12.197530864197532,22.28395061728395,18.938271604938272,0,6.71999589395427,5.147600497397152,11.86759639135142,21.5532493924355,7.181268897945794,5.489433213979774,12.67070211192557,17.34866311778079,288.8,262.2,255.8,286.4,250.4,313.0,288.6,267.0,291.0,315.8,266.2,226.6666666666667,43.6,33.6,53.0,78.2,145.4,122.0,121.8,143.8,139.8,51.0,266.8,239.4,215.0,240.2,211.2,299.0,362.2,346.6,354.0,366.2,352.8,282.6666666666666,45.2,30.6,54.0,72.4,72.4,57.8,61.2,76.0,69.8,20.66666666666667,0.425,0.032164186,2.3529411764705883,-0.6831926975561224,-0.6831926975561224,hard
3669,2013/2014,13,5,1,8.276326910051925,3.6431292028654867,7,5,7.9465580852586495,3.411532645711844,12,6,16.73998138377341,6.694395633227561,33,19,26.60056712241145,14.417769467456026,4.988235294117647,4.538461538461538,5.588235294117647,5.089743589743589,10.576470588235294,9.628205128205128,18.070588235294117,18.384615384615383,0,6.579648617614426,7.011411275438752,13.59105989305318,21.85021490759522,4.802860457054821,4.597082145781455,9.399942602836276,16.94148987869352,256.8,245.4,216.0,242.6,223.8,305.6666666666667,366.8,337.8,343.4,347.0,335.4,291.0,42.0,32.6,65.4,79.8,64.6,65.6,63.2,56.8,74.0,23.0,250.2,218.0,194.2,249.0,195.6,266.6666666666667,202.4,184.8,190.2,197.0,173.8,183.6666666666667,43.0,22.0,54.2,71.8,209.2,168.0,200.0,221.0,194.8,91.99999999999999,0.5335230304108126,0.3417632,1.8743333333333339,-0.4110810276528506,-0.4110810276528506,medium
3670,2013/2014,13,6,6,3.996333055002107,7.047472244594362,3,6,3.697801744141565,5.134897829585999,9,12,7.374296883524678,12.005380517852215,23,14,20.71969171502103,21.69170727493151,5.079720279720279,7.077922077922078,5.56923076923077,6.64935064935065,10.64895104895105,13.727272727272727,18.437762237762236,23.714285714285715,0,4.128591213427543,6.553502425615882,10.68209363904342,21.82615331494009,5.478518093088116,3.636688423337659,9.115206516425777,17.46369175466791,290.8,265.8,242.6,286.0,236.0,313.6666666666666,303.6,270.4,275.2,300.2,274.0,250.0,40.0,24.8,62.8,83.0,79.0,68.4,72.2,76.8,77.0,39.66666666666666,263.2,240.4,218.8,263.4,202.8,298.3333333333334,215.6,198.8,206.6,212.4,177.6,167.6666666666667,45.0,23.4,65.8,79.8,198.8,186.4,204.8,228.8,200.4,131.0,0.6045105789351314,0.03580806,1.6542307692307692,-1.4379714666496195,-1.4379714666496195,hard
3671,2013/2014,13,9,4,7.176008940339363,5.54987751897586,6,4,6.63690938499637,3.9945007305351012,15,8,14.3011703497938,9.545390992686322,28,16,27.433542248817677,17.69994746931227,6.280487804878049,7.35,5.975609756097561,7.4375,12.25609756097561,14.7875,18.890243902439025,22.0875,1,7.745985141331673,7.50421337669027,15.25019851802194,25.08378726705094,4.337540561833682,5.322636683508539,9.660177245342222,14.79252897931865,272.6,254.0,237.6,265.0,238.0,326.6666666666667,360.2,360.8,390.4,396.0,362.0,267.3333333333333,39.2,32.2,53.4,78.0,77.6,68.0,73.8,78.0,78.4,28.33333333333333,236.2,210.2,211.0,273.8,203.0,282.6666666666667,338.4,324.0,351.8,377.4,321.8,270.3333333333333,41.6,27.6,49.0,72.0,68.6,58.4,56.6,80.2,69.6,34.0,0.7609013754755634,0.9765984,1.3142307692307693,0.9021256686424247,0.9021256686424247,easy
3672,2013/2014,13,14,4,7.916322827754888,4.325466582627587,5,0,7.110827800513706,3.037985756249186,19,4,15.462868967167463,6.846750088097359,23,12,27.510896770196233,13.856735125794032,6.682926829268292,4.097560975609756,6.426829268292683,4.926829268292683,13.109756097560975,9.024390243902438,22.353658536585368,22.646341463414632,1,7.536332937884786,8.276300675420522,15.81263361330532,25.91566929452735,3.937183173093212,3.527680491656437,7.464863664749651,12.435127976502,251.0,221.0,186.2,250.0,189.4,289.6666666666667,279.8,244.2,254.0,277.8,249.4,200.3333333333333,45.8,25.6,54.2,73.2,151.4,137.2,137.4,144.2,145.0,87.66666666666666,275.0,243.2,217.2,259.6,222.2,293.6666666666666,365.6,326.6,346.4,370.2,329.2,248.6666666666667,47.4,28.8,52.2,78.0,75.6,61.0,59.4,75.0,69.0,24.0,0.4094292803970224,0.9669389,2.442424242424242,0.9440184112857369,0.9440184112857369,easy
3673,2013/2014,13,5,6,6.106143809155907,5.74444108474562,6,2,6.35394519120657,6.72935919927755,11,8,12.199970071666586,12.137016060764953,23,24,26.847757019576186,20.94919472243003,5.16574585635359,5.827586206896552,5.649171270718233,5.69396551724138,10.814917127071823,11.521551724137932,19.35220994475138,22.646551724137932,1,4.058610008706109,6.533422923875802,10.59203293258192,17.84106801471687,4.464955334370475,5.79234063822543,10.25729597259591,14.49238305594446,272.8,251.6,218.2,238.0,234.0,304.6666666666666,352.8,350.2,363.2,364.8,348.6,311.3333333333334,42.2,26.8,47.2,74.0,71.4,64.8,77.8,65.2,84.2,25.0,253.8,254.8,228.4,238.6,231.4,299.6666666666666,371.8,353.4,341.4,320.0,343.8,329.6666666666667,44.0,33.2,45.6,72.2,71.4,56.2,61.2,75.2,68.0,24.66666666666667,0.3900114372855509,0.8919952,2.5640273704789833,0.8229396171867848,0.8229396171867848,easy
3674,2013/2014,13,3,5,7.108243922910374,3.5990534552900493,12,5,6.670924967169535,1.747111767501947,15,10,14.586186822514263,4.35238927560405,16,10,25.7566349385583,11.89670298608994,5.616279069767442,7.414634146341464,5.930232558139535,7.2439024390243905,11.546511627906977,14.658536585365853,20.441860465116278,22.804878048780488,1,6.746536948554719,8.083467891840655,14.83000484039538,26.77117655678619,3.952352676665226,3.533585626274832,7.48593830294007,15.17973962528065,286.2,253.8,239.4,272.6,244.2,324.6666666666666,328.4,314.8,363.0,398.0,327.4,257.6666666666667,52.8,28.6,50.6,79.8,79.0,74.4,82.6,84.6,79.6,37.66666666666666,177.6,153.4,135.8,195.0,136.6,207.6666666666667,367.6,330.8,337.6,325.2,333.8,348.6666666666667,48.8,29.0,52.2,73.8,146.2,138.2,126.4,143.0,129.8,76.33333333333334,0.7491486946651532,0.91458726,1.334848484848485,0.659508486139289,0.659508486139289,medium
3675,2013/2014,13,4,4,7.277722739345207,4.215488861377351,4,7,7.340310062432668,4.143982775875515,8,11,14.666905873643472,8.138369477229283,26,13,22.315247620557727,20.54639085579988,5.896103896103896,5.064935064935065,6.012987012987013,5.48051948051948,11.909090909090908,10.545454545454545,17.727272727272727,17.5974025974026,1,7.511066162075444,7.773262037830598,15.28432819990605,26.98609333405726,4.074311605311284,3.766460490239651,7.840772095550932,14.8412542454731,251.6,244.2,211.4,263.0,228.0,327.3333333333334,349.2,340.4,376.6,376.4,352.0,225.6666666666667,42.4,31.6,56.6,82.0,78.0,61.4,68.4,78.8,76.8,30.33333333333333,285.0,246.2,234.4,293.4,233.6,313.3333333333333,288.6,266.0,288.8,319.2,273.2,208.3333333333333,42.2,29.6,64.2,81.2,155.2,137.0,135.8,142.6,153.6,58.66666666666667,0.5397727272727273,0.92266417,1.8526315789473684,0.8319616435486594,0.8319616435486594,easy
3676,2013/2014,13,4,6,5.926788473435397,4.969600318198219,4,4,6.3365777123076175,4.978778206625224,8,10,12.78830957747185,10.27442396120411,23,27,33.62912281487587,14.48049080026322,5.407407407407407,5.104895104895104,5.518518518518518,5.581818181818183,10.925925925925926,10.686713286713287,19.45679012345679,18.299300699300698,1,6.801055816899954,7.409751615194534,14.21080743209449,17.87637216664901,5.274151040746587,5.216193465964686,10.49034450671128,18.49099081019664,241.6,231.8,220.0,257.4,210.0,298.3333333333333,357.8,331.0,348.8,369.2,335.6,294.6666666666666,48.4,31.4,59.6,68.4,76.0,59.2,62.0,78.4,70.6,24.0,279.8,268.6,240.0,277.4,248.4,328.0,368.8,344.6,382.6,400.4,368.2,240.0,36.2,28.2,56.2,81.6,77.0,66.4,73.0,75.4,79.0,25.0,0.2442553191489361,0.9550851,4.094076655052266,0.9405686835850681,0.9405686835850681,easy
